,t1_towerKills,t1_inhibitorKills,t1_dragonKills,t1_baronKills,t2_towerKills,t2_inhibitorKills,t2_dragonKills,t2_baronKills,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,winner
29489,11,2,1,0,5,0,2,0,2,2,1,0,2,0,1
29490,1,0,0,0,9,1,3,0,2,2,2,0,2,2,2
29491,3,0,0,0,10,2,2,1,2,2,2,2,2,0,2
29492,6,0,3,1,11,2,1,1,1,1,2,1,1,1,2
29493,11,4,2,0,3,0,1,1,1,1,1,2,1,1,1
29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29495,9,1,2,1,2,0,0,0,1,1,1,1,1,2,1
29496,0,0,0,0,11,4,3,1,2,2,2,2,2,2,2
29497,10,2,2,1,0,0,1,0,1,1,1,1,2,1,1
29498,8,1,2,0,1,0,0,0,1,1,1,0,1,2,1
29499,10,2,1,0,7,1,3,1,2,2,2,2,2,0,1
29500,9,2,1,1,5,0,2,1,1,1,1,2,2,0,1
29501,8,2,1,1,3,0,1,0,1,2,1,1,2,0,1
29502,7,1,4,0,3,0,0,0,2,1,1,0,1,0,1
29503,10,1,3,3,6,2,1,0,1,1,2,1,1,0,1
29504,3,0,1,0,9,2,1,0,2,2,2,0,2,2,2
29505,7,1,3,1,1,0,0,0,1,1,1,1,1,0,1
29506,8,1,0,1,5,0,2,0,2,1,1,1,2,1,1
29507,1,0,1,0,11,2,0,0,1,2,2,0,1,0,2
29508,1,0,0,0,11,3,2,1,2,2,2,2,2,0,2
29509,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1
29510,10,2,2,1,1,0,0,0,2,1,1,1,1,0,1
29511,9,1,3,1,3,0,0,0,1,1,1,1,1,1,1
29512,9,1,4,0,4,0,0,1,1,1,1,2,1,0,1
29513,4,0,0,0,8,1,4,1,1,2,2,2,2,2,2
29514,0,0,0,0,11,2,2,0,2,2,2,0,2,1,2
29515,4,0,1,0,7,1,1,1,2,1,2,2,2,0,2
29516,8,1,1,0,4,0,1,0,2,1,1,0,1,0,1
29517,5,1,0,0,10,1,3,1,1,1,1,2,2,1,2
29518,10,2,1,0,0,0,0,0,1,1,1,0,1,0,1
29519,3,0,2,0,11,3,2,2,2,1,2,2,2,0,2
29520,0,0,0,0,11,3,2,0,2,2,2,0,2,0,2
29521,9,2,2,0,0,0,0,0,2,1,1,0,1,1,1
29522,2,0,1,0,11,1,4,0,1,1,2,0,2,2,2
29523,6,0,2,0,9,2,1,1,2,2,2,2,1,0,2
29524,7,1,0,2,7,1,4,0,2,2,2,1,2,1,1
29525,5,0,1,0,2,0,1,0,2,1,0,0,1,0,1
29526,10,1,2,1,0,0,1,0,2,1,1,1,1,1,1
29527,3,0,1,0,11,3,3,2,2,2,2,2,2,2,2
29528,3,0,2,1,3,0,0,0,1,2,0,1,1,0,1
29529,2,0,0,0,9,2,2,0,2,2,2,0,2,0,2
29530,9,2,4,1,3,0,0,0,1,1,1,1,1,1,1
29531,11,5,3,2,0,0,0,0,1,1,1,1,1,1,1
29532,2,0,0,0,10,1,2,1,1,1,2,2,2,2,2
29533,4,0,0,0,6,0,2,0,1,2,0,0,2,0,2
29534,10,2,5,0,2,0,0,1,1,1,1,2,1,0,1
29535,10,3,1,1,10,4,1,0,1,1,1,1,1,0,2
29536,3,0,0,0,3,0,1,0,1,2,0,0,2,0,2
29537,10,4,2,0,0,0,0,1,1,1,1,2,1,1,1
29538,2,0,3,0,8,1,2,1,2,2,2,2,2,0,2
29539,0,0,1,0,11,3,2,1,2,2,2,2,2,0,2
29540,4,0,4,1,9,2,0,0,1,2,2,1,1,0,2
29541,10,2,2,0,1,0,0,0,2,1,1,0,1,0,1
29542,10,2,1,1,0,0,0,0,2,1,1,1,1,1,1
29543,7,1,2,0,0,0,2,0,1,1,1,0,2,0,1
29544,11,2,3,1,0,0,0,0,1,1,1,1,1,0,1
29545,9,1,1,0,1,0,1,0,2,1,1,0,1,1,1
29546,6,1,1,0,10,3,4,2,1,1,1,2,2,0,2
29547,9,2,3,1,1,0,1,0,2,1,1,1,1,2,1
29548,11,3,3,2,4,0,1,0,2,1,1,1,2,1,1
29549,10,5,4,1,1,0,0,0,2,1,1,1,1,1,1
29550,10,2,2,0,0,0,0,0,2,1,1,0,1,0,1
29551,11,3,3,1,2,0,0,0,1,1,1,1,1,1,1
29552,9,1,2,1,2,0,2,0,1,1,1,1,2,0,1
29553,2,0,0,0,11,3,3,1,2,2,2,2,2,0,2
29554,9,1,3,0,1,0,1,0,1,1,1,0,2,0,1
29555,4,0,1,0,7,1,2,1,2,1,2,2,1,1,2
29556,0,0,1,0,10,3,2,1,2,2,2,2,2,0,2
29557,2,0,0,0,11,4,3,1,2,2,2,2,2,2,2
29558,10,2,2,0,0,0,0,0,1,1,1,0,1,0,1
29559,1,0,1,0,9,2,1,1,2,1,2,2,1,2,2
29560,11,3,2,1,2,0,1,0,2,1,1,1,1,0,1
29561,1,0,0,0,11,3,3,0,2,2,2,0,2,1,2
29562,8,1,1,1,5,0,1,0,2,1,1,1,2,1,1
29563,9,2,2,0,1,0,1,0,2,1,1,0,2,2,1
29564,4,0,1,0,9,1,1,1,2,1,2,2,1,0,2
29565,10,2,2,1,3,0,0,0,2,1,1,1,1,0,1
29566,10,4,4,0,3,0,1,0,2,1,1,0,1,1,1
29567,7,1,0,1,9,1,4,1,2,2,1,1,2,1,2
29568,9,2,1,0,0,0,0,0,2,1,1,0,1,1,1
29569,0,0,0,0,10,2,2,0,2,2,2,0,2,0,2
29570,0,0,1,0,7,0,2,0,1,2,0,0,1,0,2
29571,0,0,1,0,9,3,3,1,1,2,2,2,1,0,2
29572,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
29573,11,4,4,1,3,0,0,0,1,2,1,1,1,0,1
29574,0,0,0,0,4,0,1,0,1,2,0,0,2,0,2
29575,2,0,0,0,6,0,2,0,2,2,0,0,2,2,2
29576,6,0,2,0,0,0,0,0,1,1,0,0,1,0,1
29577,1,0,1,0,11,4,3,1,2,2,2,2,2,2,2
29578,2,0,1,0,8,1,1,1,1,1,2,2,1,0,2
29579,11,2,2,1,4,0,2,0,2,2,1,1,1,0,1
29580,8,1,1,2,5,0,2,0,2,2,1,1,1,2,1
29581,6,0,1,0,10,2,2,0,1,1,2,0,2,1,2
29582,10,2,4,1,0,0,0,0,1,1,1,1,1,0,1
29583,3,0,1,0,11,3,2,1,1,2,2,2,1,2,2
29584,11,2,3,1,0,0,0,0,1,1,1,1,1,1,1
29585,11,3,1,2,4,0,1,0,1,1,1,1,1,0,1
29586,4,0,0,0,8,1,3,1,1,2,2,2,2,1,2
29587,11,4,3,2,3,0,1,0,1,1,1,1,1,1,1
29588,11,4,5,2,6,1,0,0,1,1,1,1,1,1,1
29589,4,0,1,0,3,0,1,0,2,2,0,0,2,0,1
29590,11,3,3,1,0,0,0,0,2,1,1,1,1,1,1
29591,1,0,0,0,11,3,3,0,1,2,2,0,2,2,2
29592,10,2,2,2,6,0,1,0,2,1,1,1,2,1,1
29593,8,1,2,1,9,3,2,1,1,1,2,2,2,0,2
29594,6,1,1,1,5,0,2,0,2,2,1,1,1,2,1
29595,5,1,1,1,2,0,1,0,1,1,1,1,2,0,1
29596,4,0,1,1,11,3,4,1,2,2,2,2,1,2,2
29597,11,4,3,2,2,0,0,0,2,1,1,1,1,0,1
29598,0,0,0,0,7,0,1,0,1,2,0,0,2,0,2
29599,3,0,1,0,7,1,2,1,1,2,2,2,2,1,2
29600,7,2,1,1,4,0,0,0,2,1,1,1,1,1,1
29601,8,1,2,0,0,0,0,0,2,1,1,0,1,1,1
29602,7,1,0,0,0,0,0,0,1,1,1,0,0,0,1
29603,11,3,1,1,0,0,1,0,2,1,1,1,2,0,1
29604,10,1,0,1,2,0,2,0,1,1,1,1,2,1,1
29605,10,1,2,0,2,0,0,0,2,1,1,0,1,2,1
29606,8,1,1,0,1,0,1,0,1,1,1,0,1,1,1
29607,10,2,2,0,2,0,1,0,2,2,1,0,2,2,1
29608,10,2,0,0,0,0,2,0,2,1,1,0,2,0,1
29609,10,2,2,0,0,0,1,0,1,1,1,0,2,0,1
29610,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
29611,10,2,4,0,5,1,0,2,2,1,2,2,1,0,1
29612,3,0,2,0,1,0,0,0,2,2,0,0,1,0,1
29613,1,0,0,0,10,2,3,1,2,2,2,2,2,2,2
29614,8,1,1,0,2,0,2,0,2,1,1,0,2,0,1
29615,11,3,1,1,1,0,0,0,1,1,1,1,1,1,1
29616,11,2,2,0,0,0,0,0,2,1,1,0,1,1,1
29617,0,0,0,0,7,1,2,1,2,2,2,2,2,2,2
29618,5,0,3,0,6,1,0,1,2,1,2,2,1,1,2
29619,6,1,1,1,10,2,4,0,2,2,1,1,2,0,2
29620,0,0,0,0,8,1,2,0,2,2,2,0,2,0,2
29621,9,2,1,1,2,0,1,0,2,2,1,1,1,0,1
29622,3,0,0,0,7,1,3,0,2,2,2,0,2,2,2
29623,0,0,0,0,11,2,1,0,1,2,2,0,2,2,2
29624,1,0,2,0,11,3,1,1,1,2,2,2,1,2,2
29625,2,0,1,0,8,1,1,1,2,2,2,2,1,1,2
29626,8,1,3,1,4,0,0,0,2,1,1,1,1,2,1
29627,10,2,2,0,1,0,1,0,1,1,1,0,1,1,1
29628,0,0,0,0,1,0,1,0,1,2,0,0,2,0,2
29629,11,3,2,1,3,0,1,1,1,2,1,2,1,0,1
29630,6,0,2,0,1,0,1,0,1,1,0,0,2,0,1
29631,6,0,1,1,11,4,1,0,2,1,2,1,2,0,2
29632,7,1,1,1,10,2,3,1,1,1,1,1,2,2,2
29633,8,2,2,1,8,1,3,1,2,1,1,1,2,0,2
29634,11,4,2,2,1,0,2,0,1,1,1,1,2,0,1
29635,1,0,0,0,10,2,3,0,1,2,2,0,2,2,2
29636,3,0,0,0,8,1,2,0,2,2,2,0,2,2,2
29637,6,0,2,0,0,0,0,0,2,1,0,0,1,1,1
29638,10,3,2,1,0,0,1,0,1,1,1,1,2,1,1
29639,4,0,2,0,9,3,3,2,1,1,2,2,2,1,2
29640,11,4,2,1,0,0,0,0,1,1,1,1,1,1,1
29641,0,0,0,0,7,0,2,0,2,2,0,0,2,2,2
29642,3,0,1,1,9,1,1,0,1,2,2,1,1,0,2
29643,6,0,2,0,0,0,0,0,2,1,0,0,1,0,1
29644,11,3,2,0,1,0,1,0,1,1,1,0,2,1,1
29645,7,1,2,0,1,0,0,0,1,1,1,0,1,1,1
29646,9,1,1,1,5,0,2,0,2,2,1,1,2,2,1
29647,10,3,3,2,3,0,1,0,1,1,1,1,2,1,1
29648,11,3,3,1,2,0,0,0,2,1,1,1,1,1,1
29649,11,3,4,1,5,0,0,2,1,1,1,2,1,0,1
29650,6,2,0,2,11,3,4,0,2,1,1,1,2,0,2
29651,2,0,0,0,8,1,2,0,1,2,2,0,2,2,2
29652,11,3,0,1,2,0,2,0,2,1,1,1,2,0,1
29653,0,0,0,0,9,1,1,0,2,2,2,0,2,2,2
29654,3,1,3,0,11,4,1,0,2,1,2,0,1,2,2
29655,6,0,1,0,7,2,2,1,1,2,2,2,2,0,2
29656,11,4,3,0,8,1,1,0,2,1,1,0,1,2,2
29657,10,3,3,3,6,1,3,0,1,2,1,1,2,0,1
29658,9,1,1,0,3,0,3,0,2,1,1,0,2,0,1
29659,1,0,1,0,9,2,1,0,2,2,2,0,1,0,2
29660,5,0,1,0,10,3,4,2,2,2,2,2,2,1,2
29661,10,2,3,0,0,0,0,0,1,1,1,0,1,2,1
29662,9,2,0,0,3,0,5,1,2,2,1,2,2,0,1
29663,10,4,3,0,7,0,2,2,1,2,1,2,2,1,1
29664,5,0,1,0,8,1,3,1,1,1,2,2,2,0,2
29665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
29666,11,4,2,2,6,0,3,1,2,2,1,2,1,2,1
29667,4,0,4,0,11,3,1,3,2,2,2,2,1,0,2
29668,11,3,3,1,2,0,0,0,2,2,1,1,1,0,1
29669,7,0,3,1,9,1,1,0,1,2,2,1,1,2,2
29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29671,11,3,2,1,0,0,0,0,1,1,1,1,1,0,1
29672,11,3,2,0,2,0,1,0,1,1,1,0,1,2,1
29673,11,3,2,1,0,0,0,0,2,1,1,1,1,1,1
29674,9,2,2,1,9,1,2,0,2,2,2,1,1,2,1
29675,10,2,1,1,2,0,4,0,2,1,1,1,2,0,1
29676,5,0,4,0,11,3,0,1,2,1,2,2,1,0,2
29677,11,2,3,1,2,0,0,0,1,1,1,1,1,1,1
29678,11,3,2,1,0,0,0,0,1,1,1,1,1,1,1
29679,11,4,0,1,1,0,2,0,1,1,1,1,2,1,1
29680,4,0,0,0,7,2,4,1,1,2,2,2,2,1,2
29681,10,2,3,1,3,0,0,0,1,1,1,1,1,0,1
29682,2,0,0,0,10,2,3,1,2,2,2,2,2,1,2
29683,1,0,0,0,10,2,3,0,1,2,2,0,2,2,2
29684,3,0,2,1,10,4,1,1,1,2,2,2,2,1,2
29685,7,1,3,1,3,0,0,0,1,1,1,1,1,0,1
29686,8,1,1,1,9,1,4,0,1,2,2,1,1,2,1
29687,1,0,0,0,9,1,4,1,1,2,2,2,2,2,2
29688,8,1,2,0,4,0,0,1,1,2,1,2,1,0,1
29689,5,0,2,0,9,2,2,0,1,1,2,0,1,0,2
29690,2,0,1,0,9,2,2,1,2,2,2,2,2,1,2
29691,2,0,0,0,8,1,3,1,1,2,2,2,2,2,2
29692,0,0,0,0,8,1,2,0,2,2,2,0,2,2,2
29693,4,0,2,0,7,1,2,1,2,1,2,2,1,0,2
29694,3,0,3,1,10,4,1,1,1,2,2,1,1,2,2
29695,7,0,3,0,0,0,0,0,1,1,0,0,1,0,1
29696,5,0,2,0,0,0,0,0,1,1,0,0,1,0,1
29697,1,0,2,0,11,2,1,1,1,2,2,2,1,2,2
29698,2,0,0,0,10,3,3,0,2,1,2,0,2,0,2
29699,2,0,0,0,9,3,1,1,1,2,2,2,2,2,2
29700,9,2,3,1,3,0,1,0,1,2,1,1,1,0,1
29701,9,2,2,2,8,1,1,1,2,1,1,2,1,2,2
29702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29703,10,1,1,1,3,0,3,0,1,1,1,1,2,0,1
29704,5,0,0,0,8,1,3,1,1,1,2,2,2,2,2
29705,1,0,0,0,7,1,2,1,2,2,2,2,2,2,2
29706,1,0,0,0,11,3,3,1,2,2,2,2,2,0,2
29707,10,2,3,1,7,1,1,0,1,2,1,1,1,1,1
29708,3,0,0,0,11,3,3,1,2,1,2,2,2,0,2
29709,8,1,0,1,7,1,2,0,2,2,1,1,2,2,1
29710,8,1,4,1,1,0,0,0,1,2,1,1,1,0,1
29711,8,1,0,1,3,0,2,0,1,1,1,1,2,1,1
29712,10,2,4,1,7,0,1,1,1,2,1,2,1,1,1
29713,11,3,3,1,1,0,0,0,1,1,1,1,1,0,1
29714,7,1,2,0,0,0,1,0,2,1,1,0,2,1,1
29715,2,0,0,0,10,2,2,0,1,1,2,0,2,0,2
29716,1,0,0,0,10,2,3,1,2,2,2,2,2,1,2
29717,4,0,1,0,5,0,2,1,1,1,0,2,2,0,2
29718,8,1,2,1,1,0,0,0,2,2,1,1,1,0,1
29719,11,3,1,1,2,0,2,0,2,2,1,1,1,1,1
29720,3,0,1,0,11,3,2,1,1,1,2,2,1,2,2
29721,10,2,3,1,1,0,0,0,1,1,1,1,1,1,1
29722,1,0,1,0,9,1,1,0,2,2,2,0,1,0,2
29723,10,1,2,0,2,0,1,0,1,1,1,0,2,1,1
29724,3,0,4,1,8,1,0,0,2,1,2,1,1,1,2
29725,10,2,4,1,3,0,0,0,2,2,1,1,1,1,1
29726,3,0,0,0,11,3,3,1,1,2,2,2,2,2,2
29727,10,3,2,0,6,0,1,0,2,1,1,0,2,0,1
29728,4,0,0,1,9,2,5,0,2,2,2,1,2,0,2
29729,11,3,2,1,1,0,0,0,1,1,1,1,1,0,1
29730,2,0,2,0,11,4,1,1,1,2,2,2,1,0,2
29731,4,0,2,0,8,2,2,0,1,1,2,0,1,0,2
29732,2,0,0,0,6,0,4,0,1,1,0,0,2,0,2
29733,8,1,2,0,9,2,1,1,2,1,2,2,1,0,2
29734,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1
29735,5,0,3,0,8,1,0,1,1,1,2,2,1,0,2
29736,3,0,0,0,11,3,3,0,2,2,2,0,2,0,2
29737,4,0,1,0,8,1,1,1,2,2,2,2,2,2,2
29738,1,0,2,0,7,0,0,0,1,1,0,0,1,1,2
29739,7,2,1,0,1,0,1,0,1,2,1,0,2,0,1
29740,3,0,3,0,10,2,0,0,1,1,2,0,1,0,2
29741,0,0,1,0,9,2,2,0,2,2,2,0,2,2,2
29742,0,0,0,0,10,2,1,1,2,2,2,2,2,2,2
29743,8,1,0,1,5,1,2,1,2,2,2,2,2,0,1
29744,1,0,0,0,5,0,1,0,2,2,0,0,2,2,2
29745,5,0,4,0,10,2,1,1,2,2,2,2,1,0,2
29746,3,0,0,0,9,1,4,1,1,2,2,2,2,2,2
29747,11,2,2,1,3,0,1,0,1,1,1,1,1,0,1
29748,0,0,0,0,7,2,2,0,2,2,2,0,2,0,2
29749,0,0,0,0,11,4,3,1,2,2,2,2,2,2,2
29750,2,0,0,0,5,0,3,1,2,1,0,2,2,2,2
29751,4,0,2,0,7,1,1,1,1,2,2,2,1,1,2
29752,8,0,1,0,0,0,0,0,1,1,0,0,1,1,1
29753,7,1,2,1,9,2,2,0,1,1,2,1,2,0,2
29754,10,2,2,0,0,0,0,0,1,1,1,0,1,0,1
29755,10,2,1,1,7,1,2,0,2,2,2,1,2,2,1
29756,10,2,0,0,2,0,2,0,1,1,1,0,2,1,1
29757,11,3,2,2,5,0,2,0,1,2,1,1,2,1,1
29758,6,1,1,0,0,0,0,0,1,1,1,0,1,0,1
29759,11,2,2,1,1,0,0,0,1,1,1,1,1,2,1
29760,3,0,0,0,7,1,3,1,1,2,2,2,2,2,2
29761,2,0,0,1,8,1,5,0,1,2,2,1,2,1,2
29762,0,0,0,0,7,1,1,0,1,2,2,0,2,2,2
29763,9,3,0,0,1,0,1,0,2,1,1,0,2,1,1
29764,6,1,2,0,0,0,0,0,1,1,1,0,1,0,1
29765,11,2,3,2,1,0,1,0,1,1,1,1,2,1,1
29766,7,0,3,0,7,1,0,1,1,1,2,2,1,1,2
29767,8,2,1,1,1,0,2,0,2,1,1,1,2,0,1
29768,1,0,0,0,4,0,2,0,2,2,0,0,2,0,2
29769,9,2,2,2,7,1,2,0,1,1,2,1,2,2,1
29770,1,0,0,0,9,1,2,0,1,2,2,0,2,1,2
29771,4,0,4,0,10,2,0,1,2,2,2,2,1,0,2
29772,8,0,2,2,10,2,2,0,1,2,2,1,1,0,2
29773,10,3,2,1,8,1,2,0,1,1,1,1,2,0,2
29774,9,2,1,0,4,0,4,1,1,1,1,2,1,2,1
29775,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2
29776,7,1,2,0,2,0,2,0,1,2,1,0,2,1,1
29777,4,0,2,0,10,1,2,1,1,1,2,2,1,0,2
29778,4,0,1,0,8,2,1,0,2,2,2,0,1,1,2
29779,2,0,0,0,8,1,3,1,2,2,2,2,2,2,2
29780,3,0,2,0,8,1,3,1,1,2,2,2,2,0,2
29781,1,0,1,0,10,3,2,0,2,2,2,0,2,0,2
29782,9,2,2,2,5,1,1,0,2,2,1,1,1,1,2
29783,9,2,2,0,1,0,0,0,1,1,1,0,1,1,1
29784,9,3,2,0,3,0,0,0,2,2,1,0,1,0,1
29785,0,0,0,0,7,1,2,0,2,2,2,0,2,0,2
29786,4,0,0,0,11,3,2,1,2,2,2,2,2,2,2
29787,0,0,0,0,11,3,3,0,2,2,2,0,2,1,2
29788,10,2,3,1,3,0,2,0,1,1,1,1,2,0,1
29789,7,2,1,0,11,5,4,1,1,2,2,2,2,1,2
29790,7,1,3,0,3,0,0,1,2,1,1,2,1,0,1
29791,1,0,1,0,10,2,1,0,1,1,2,0,1,0,2
29792,3,0,1,0,10,2,2,1,2,2,2,2,2,0,2
29793,3,0,0,0,9,2,4,2,2,1,2,2,2,0,2
29794,5,0,1,0,1,0,2,0,1,1,0,0,2,0,1
29795,10,3,2,0,2,0,1,1,1,1,1,2,2,0,1
29796,8,0,1,1,8,1,0,1,1,1,2,1,1,1,2
29797,11,3,3,1,6,1,2,1,2,1,1,2,2,0,1
29798,2,0,1,1,7,2,2,0,2,1,2,1,1,0,2
29799,9,2,0,0,2,0,3,1,2,2,1,2,2,0,1
29800,1,0,0,0,8,1,2,0,2,2,2,0,2,0,2
29801,10,1,0,0,1,0,1,0,1,2,1,0,2,1,1
29802,0,0,0,0,6,1,2,0,2,2,2,0,2,0,2
29803,3,0,1,0,0,0,0,0,2,1,0,0,1,2,1
29804,2,0,0,0,8,1,2,0,1,2,2,0,2,2,2
29805,4,0,2,0,0,0,0,0,1,1,0,0,1,0,1
29806,2,0,1,0,11,3,2,1,1,2,2,2,1,0,2
29807,11,2,3,0,1,0,0,0,1,1,1,0,1,1,1
29808,4,0,1,0,8,1,2,0,1,1,2,0,1,1,2
29809,3,0,1,0,10,2,3,0,1,1,2,0,1,0,2
29810,6,2,3,2,9,5,2,0,1,1,2,1,1,0,2
29811,1,0,0,0,11,3,2,0,1,2,2,0,2,0,2
29812,0,0,1,0,11,2,1,0,2,2,2,0,1,2,2
29813,1,0,0,0,11,3,2,1,2,2,2,2,2,0,2
29814,4,1,3,0,10,2,1,2,2,2,1,2,1,0,2
29815,8,1,0,1,3,0,2,0,2,1,1,1,2,2,1
29816,1,0,1,0,7,1,0,0,2,2,2,0,1,2,2
29817,4,0,1,0,11,5,3,2,2,2,2,2,1,2,2
29818,4,0,2,0,8,2,2,1,1,2,2,2,1,2,2
29819,3,0,3,0,8,2,0,1,2,2,2,2,1,1,2
29820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29821,10,1,3,0,3,0,1,1,1,1,1,2,1,1,1
29822,10,2,3,0,3,0,1,0,1,1,1,0,2,0,1
29823,11,3,2,1,1,0,1,0,2,1,1,1,2,2,1
29824,10,3,3,1,2,0,1,0,2,1,1,1,2,2,1
29825,5,1,1,1,6,0,1,0,1,2,1,1,2,0,1
29826,10,1,3,0,1,0,0,0,1,1,1,0,1,1,1
29827,3,0,1,0,11,3,3,1,2,1,2,2,2,0,2
29828,9,1,2,0,2,0,1,0,1,1,1,0,1,0,1
29829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29830,10,2,2,0,0,0,1,0,1,1,1,0,1,1,1
29831,1,0,0,0,4,0,2,0,1,1,0,0,2,0,2
29832,8,1,2,1,5,0,1,0,1,1,1,1,1,0,1
29833,6,0,0,1,11,3,3,1,2,1,2,2,2,0,2
29834,10,3,3,2,3,0,0,0,1,1,1,1,1,1,1
29835,10,2,2,1,0,0,0,0,2,1,1,1,1,2,1
29836,8,2,2,1,4,0,1,0,1,1,1,1,1,0,1
29837,0,0,0,1,11,3,3,0,2,2,2,1,2,2,2
29838,5,0,1,0,1,0,0,0,1,1,0,0,1,0,1
29839,11,3,3,0,1,0,0,0,1,1,1,0,1,0,1
29840,3,0,0,0,11,3,3,1,2,2,2,2,2,0,2
29841,9,1,0,1,7,1,2,0,2,2,2,1,2,2,1
29842,0,0,0,0,4,0,2,0,2,2,0,0,2,2,2
29843,9,2,1,1,0,0,1,0,1,1,1,1,2,1,1
29844,8,2,3,0,8,1,2,2,2,2,1,2,1,2,2
29845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29846,10,2,1,0,0,0,1,0,1,1,1,0,1,0,1
29847,3,0,1,0,0,0,0,0,1,1,0,0,1,0,1
29848,1,0,0,0,9,2,1,0,1,2,2,0,2,0,2
29849,8,1,2,2,6,1,2,0,1,2,2,1,1,1,1
29850,6,1,2,0,6,0,1,0,1,2,1,0,1,0,1
29851,10,3,3,1,5,0,2,0,1,1,1,1,2,0,1
29852,1,0,1,0,11,4,1,0,1,2,2,0,1,2,2
29853,3,0,1,0,8,2,2,0,1,1,2,0,1,0,2
29854,6,0,1,0,9,2,3,2,1,1,2,2,1,0,2
29855,5,0,1,0,8,2,2,0,1,1,2,0,1,0,2
29856,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1
29857,10,2,4,1,0,0,0,0,2,1,1,1,1,1,1
29858,2,0,0,0,10,2,3,1,2,2,2,2,2,0,2
29859,5,0,2,0,10,2,1,1,2,1,2,2,1,1,2
29860,4,0,2,0,0,0,0,0,1,1,0,0,1,0,1
29861,3,0,0,0,10,2,4,0,2,2,2,0,2,0,2
29862,5,0,1,0,10,1,3,0,2,2,2,0,2,0,2
29863,1,0,0,0,11,3,2,1,2,2,2,2,2,2,2
29864,11,2,4,1,6,0,0,0,2,2,1,1,1,1,1
29865,0,0,1,0,10,2,2,1,2,2,2,2,1,0,2
29866,3,0,0,0,9,3,2,0,1,2,2,0,2,0,2
29867,4,0,0,0,11,2,3,0,2,1,2,0,2,0,2
29868,2,0,0,0,9,2,4,1,2,2,2,2,2,2,2
29869,1,0,0,0,11,3,3,1,2,2,2,2,2,2,2
29870,1,0,1,0,4,0,1,0,2,2,0,0,1,2,2
29871,4,0,2,0,10,2,1,1,1,1,2,2,1,1,2
29872,1,0,0,0,7,2,2,0,2,2,2,0,2,2,2
29873,5,0,1,2,9,4,4,1,1,1,2,1,2,0,2
29874,1,0,0,0,11,3,3,1,2,1,2,2,2,2,2
29875,9,3,3,0,4,0,1,1,2,2,1,2,1,0,1
29876,1,0,0,0,10,2,3,1,1,2,2,2,2,2,2
29877,1,0,0,0,5,1,3,0,2,2,2,0,2,2,2
29878,4,0,1,2,8,3,3,1,2,2,2,2,1,0,2
29879,3,0,1,0,11,4,2,0,2,2,2,0,2,0,2
29880,3,0,0,0,9,2,3,1,2,2,2,2,2,0,2
29881,2,0,0,0,11,1,3,0,1,2,2,0,2,0,2
29882,5,0,1,1,3,0,2,0,1,2,0,1,2,0,1
29883,11,3,2,0,0,0,0,0,2,1,1,0,1,1,1
29884,2,0,1,0,9,2,2,1,2,2,2,2,1,0,2
29885,9,2,2,0,2,0,0,0,2,1,1,0,1,1,1
29886,11,6,3,2,7,1,2,1,1,1,1,2,2,1,1
29887,8,1,2,1,4,0,0,0,2,2,1,1,1,2,1
29888,5,1,1,1,2,0,1,0,1,1,1,1,2,0,1
29889,9,2,2,1,5,0,3,1,2,1,1,1,1,2,1
29890,11,3,2,0,4,0,0,0,2,1,1,0,1,2,1
29891,0,0,0,0,11,3,1,0,2,2,2,0,2,0,2
29892,1,0,1,0,10,2,2,1,1,2,2,2,2,1,2
29893,1,0,0,0,9,2,1,0,2,2,2,0,2,0,2
29894,7,1,0,0,1,0,1,0,2,1,1,0,2,0,1
29895,3,0,1,0,1,0,0,0,2,2,0,0,1,1,1
29896,1,0,0,0,9,2,1,0,2,2,2,0,2,2,2
29897,7,1,1,1,11,3,2,1,2,2,1,1,2,2,2
29898,5,0,1,0,0,0,0,0,1,1,0,0,1,0,1
29899,6,1,2,1,9,3,2,0,1,1,2,1,1,2,1
29900,10,2,1,0,6,0,3,0,1,2,1,0,2,0,1
29901,1,0,0,0,10,2,2,1,2,2,2,2,2,0,2
29902,1,0,1,0,10,2,2,0,2,2,2,0,1,2,2
29903,10,2,3,0,3,0,0,1,1,1,1,2,1,1,1
29904,5,0,1,1,10,2,2,0,1,1,2,1,1,0,2
29905,5,0,0,1,7,1,3,1,2,1,2,1,2,0,2
29906,3,0,0,0,11,2,3,1,1,1,2,2,2,1,2
29907,3,0,3,0,8,2,1,1,1,2,2,2,2,0,2
29908,0,0,0,0,7,1,1,0,1,2,2,0,2,2,2
